od,    2.35387e+06,              2,       0.163163
od,     2.3328e+06,        63.9996,        33.0924
od,    3.98965e+07,        63.5689,        36.3883
od,         800529,        63.1697,        2.94811
od,         370178,        61.9076,       0.636432
od,    1.25231e+07,        38.8699,       0.286655
od,    1.91211e+06,        63.9996,        27.3147
od,         539355,          51.52,       0.196808
od,         542032,        63.9983,        21.7075
od,    2.62347e+06,             63,        30.6141
od,    2.11599e+06,        63.9995,        33.0562
od,         376225,        52.7414,       0.409046
od,    2.24839e+06,        63.9996,        32.5385
od,         593661,        63.0002,       0.850702
od,    1.20445e+07,        8.53916,        2.96005
od,    2.43661e+07,        63.5589,        25.3476
od,    2.65464e+06,        61.9867,        29.2368
od,         884124,             62,        20.6188
od,     1.2989e+07,         63.584,        30.9603
od,    9.73524e+06,        63.5592,        34.5638
od,    3.00564e+07,        29.7411,       0.516138
od,    1.26778e+07,        63.3068,         15.424
od,     2.8866e+06,        49.8898,       0.370267
od,    3.22702e+06,        2.58496,       0.403474
od,         473593,             63,        21.0192
od,    5.67941e+06,             63,        30.4548
od,    1.23238e+07,        63.9802,        30.7471
od,    2.29917e+06,        63.9996,        32.5697
