id,    2.42712e+06,        61.9599,        29.7678
id,    1.98112e+06,        63.9996,        33.7849
id,    2.51472e+07,        63.5917,        37.5558
id,         987180,         63.547,        10.1735
id,    5.32789e+06,        63.0382,        29.7722
id,    9.78619e+06,             63,        31.2825
id,    5.67263e+06,        63.9594,        46.2499
id,    2.46512e+06,        63.5593,        60.0119
id,    3.15939e+06,             63,        39.7941
id,      3.235e+06,        63.5589,        30.2742
id,    1.87514e+06,        63.9996,        33.7578
id,    5.63191e+06,        63.5845,        60.5312
id,    1.93018e+06,        63.9996,        34.0785
id,         744532,        63.5342,        15.6332
id,    1.38399e+07,        61.9473,        29.6806
id,    2.23215e+07,         63.585,        40.5036
id,    6.62703e+06,        61.9302,        29.3412
id,    5.64168e+06,             63,        40.3677
id,    2.36497e+07,         63.584,        30.9881
id,    7.93983e+06,        63.5592,        34.0838
id,     2.5567e+07,         63.585,        37.6209
id,    2.79371e+07,        63.5715,        30.9278
id,    4.27332e+06,        61.9233,        14.9951
id,    3.26769e+06,        61.8846,        19.6969
id,    3.03909e+06,        63.5589,        39.8736
id,    7.07132e+06,             63,        30.4515
id,    1.10677e+07,        63.5718,        30.6416
id,    1.98789e+06,        63.9996,        34.1052
