4294966078,4294967295,6389,4294967294,3544033
4294967295,7502,430956,4563,5492646
4294967284,4294964396,1802413,9856,276305483
4294967161,4197208105,9958,3616369774,8954468
4294967194,4292970007,217407,4292970007,38371913
4294966300,4285034543,1216141,4285034543,9647795
4294967295,4294967295,118786699,4294967294,390118120
4294967295,4294967295,49989702,4294967288,390805538
4294964181,238,154066,4,3842639
4294967276,4294930596,139699,4294930594,18891491
4294967295,3,21446456,2,967740211
4294967224,6,6128895,6,301819573
4294965201,4294967230,1814718,4294967222,13374929
4294966822,4294966794,17062,4294841034,10363219
4294966918,4294890751,280817,4294890751,20176778
4294844000,4294966978,165544,4294966978,19986859
4294967295,4294967295,30127913,4294967064,439792469
4294967276,4294964615,597883,4294964615,59746900
4294967018,4294967030,875577,4294946715,53572940
4294967282,4294966626,3145679,10276,541102602
4294967295,4294956366,173719,4294956366,11697277
4294966931,4294967295,2000117,4294965315,19234001
4294967145,4294958346,26266742,3,54278307
4294964561,4294922863,2470408,3874280197,23042455
4294966677,4294966877,5543317,4294961563,8046726
4294967295,4294967295,38413015,4294967295,404196209
4294967272,4291356170,2189212,4291356170,9198829
4294967147,4050817037,1935646,4050817037,11587739
