om ,    2.45369e+09,              0,              0
om ,    9.99334e+10,         58.442,        44.5406
om ,    2.24394e+11,              1,    0.000505011
om ,    5.75975e+10,              0,              0
om ,     2.3782e+11,        59.8119,        42.7244
om ,    2.54693e+10,              0,              0
om ,      1.042e+10,              0,              0
om ,    6.77105e+09,              0,              0
om ,    6.31911e+10,              0,              0
om ,    1.42624e+10,              0,              0
om ,    6.83282e+10,              0,              0
om ,    6.35743e+10,              0,              0
om ,    1.91744e+11,              0,              0
om ,    1.08306e+10,              0,              0
om ,    1.88911e+10,              0,              0
om ,    2.53517e+10,              0,              0
om ,    3.84456e+10,              0,              0
om ,    1.66165e+10,              0,              0
om ,    5.17171e+10,              0,              0
om ,    7.07182e+10,              0,              0
om ,    4.45501e+10,              0,              0
om ,    4.39539e+10,              0,              0
om ,    2.09754e+09,              0,              0
om ,    8.32707e+09,              0,              0
om ,    7.34654e+09,        1.58496,    2.14631e-06
om ,    1.52329e+09,              0,              0
om ,    1.28223e+11,              0,              0
om ,    5.25791e+09,              0,              0
