id ,    2.67773e+07,          61.96,        23.5795
id ,    1.20176e+08,        61.9474,        23.8015
id ,    1.98739e+08,        62.9986,        38.7656
id ,    1.06262e+08,        61.9306,        24.2928
id ,    7.87408e+07,        62.9159,        50.2476
id ,     8.6444e+07,        61.9972,        27.4387
id ,    4.25874e+07,        63.6476,        31.7267
id ,    4.26725e+07,        61.9218,        30.6145
id ,    2.00159e+08,             63,        40.5329
id ,    2.93885e+07,        61.9218,         29.843
id ,    1.46733e+08,        63.0031,        23.8309
id ,    2.00087e+08,        62.9986,        29.2214
id ,    1.11883e+08,        61.9601,        27.3163
id ,    1.74521e+07,        62.1309,        18.1678
id ,    1.75042e+07,        62.1319,        18.1751
id ,    8.42013e+07,        63.6475,        41.4341
id ,     4.6868e+07,        61.9218,        45.8035
id ,    8.10574e+07,             63,        28.7002
id ,    1.43209e+08,             63,        27.0847
id ,     2.2236e+08,             63,        38.9356
id ,    1.66926e+08,        61.9592,        27.4321
id ,    6.52468e+07,        61.9233,        27.2325
id ,     3.5719e+07,        61.8846,        23.7735
id ,    1.73768e+07,        62.1286,        18.0035
id ,    1.74026e+07,        62.1276,        18.1312
id ,    6.26494e+06,        61.8423,        23.2882
id ,    1.77577e+08,        63.0193,        29.4469
id ,    8.95899e+06,        62.8825,        26.9933
