id  ,          30000,          61.96,         22.056
id  ,          60000,              0,              0
id  ,         140000,        62.9986,        28.2068
id  ,         110000,        61.9592,        26.1335
id  ,          40000,        61.9232,        17.2372
id  ,         130000,        61.8847,        17.0865
id  ,          70000,        62.1301,        14.8196
id  ,          70000,          62.13,        14.8217
id  ,              0,        61.8423,        11.2994
id  ,          10000,        62.8824,        10.6841
id  ,         110000,        61.9474,        22.1828
id  ,         140000,        62.9986,        35.6905
id  ,          80000,        61.9306,         22.879
id  ,          40000,        62.9159,        16.9287
id  ,          90000,        61.9972,        33.1646
id  ,          30000,        63.9993,        42.3783
id  ,          30000,        61.9218,        18.5202
id  ,         120000,             63,        40.4193
id  ,          30000,              0,              0
id  ,         180000,        63.0031,        22.3111
id  ,          80000,        61.9601,         26.447
id  ,          70000,        62.1322,         14.937
id  ,          70000,        62.1271,        14.9737
id  ,         250000,        63.9993,        44.9418
id  ,          30000,        61.9218,        42.8816
id  ,          50000,             63,        27.8427
id  ,         220000,             63,        26.0249
id  ,         130000,             63,        33.3683
